,Course Name,Course Description,Course Subject,Course Number,Link
896,Seminar in Meso Organizational Behaviour," Meso organizational behaviour focuses on understanding organizational phenomena by bridging concepts or theories at the individual (i.e. micro) and the contextual (i.e.macro) levels of analysis. The seminar examines people within organizations by exploring different levels of analysis, including individuals, groups, departments, organizations, industries, and societies. It focuses on better understanding how similar phenomena may operate at different levels, how phenomena at any one level are shaped by phenomena at other levels, and the reciprocal dynamics that exist between levels to make up the world of organizations in which we live and work. Meso organizational behaviour is important because: (a) it helps students of human resource management better understand the systemic factors that contribute to how individuals think, feel, and act in organizations; and (b) it helps students better understand how organizations are shaped by the people that populate them. Note: Students who have received credit for this topic under a MSCA 652 number may not take this course for credit.",MSCA,644,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
897,Seminar in Organizational Theory and Design (3 credits)," In this seminar we explore organizations and organizational environments. The primary aim is to introduce students to an understanding of how organizational scholars have conceptualized and studied organizations as systems of structures and relations and as cultural systems, and how these systems interact with and are embedded in the context of an external environment. To accomplish this aim the seminar focuses on some basic sociological tools for conceptually investigating a variety of organizational topics. Students acquire an in-depth understanding of how organizations are made up of formal, relational and cultural structures both inside and outside the organizational boundary. Some topics and conceptual frameworks include power, conflict, organizational identity and image, organizational control, discourse and rhetoric, legitimacy, organizational impression management, emergence of new organizations, and organizational change.",MSCA,645,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
898,Seminar in Leadership (3 credits)," This course adopts the interactional framework of leadership, which considers that the leadership process is a function of three components: the leader, the followers, and the context. The course is structured to cover classic and emergent theories that address each of these components; though most theories focus on one of these three components, they also inform the other components in the model, either implicitly or explicitly. Implications for the practice of leadership are addressed through class discussions. An effort is made to ensure that students do not adopt a myopic view of leadership. Rather, different perspectives on the process of leadership are presented, that make radically different assumptions. Students are therefore required to identify these assumptions and develop well-articulated arguments that either support or refute these assumptions in order to develop a sophisticated view of leadership. Note: Students who have received credit for this topic under a MSCA 652 number may not take this course for credit.",MSCA,646,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
899,Seminar in Strategic Management in Global Context (3 credits)," This seminar provides a broad survey of core literature and research findings in the strategic-management and international-business fields, exploring the opportunities and challenges associated with conducting business in a global context. The objective of this course is to provide a theoretical overview of strategic management with a particular emphasis on the strategy of multinational enterprises. By the end of the course, students should understand the basic theories within the field and should develop their skills in framing research questions relevant to strategy or globalization.",MSCA,647,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
900,Seminar in International Management (3 credits)," This seminar is designed to introduce students to the key concepts and important areas of research related to globalization, multinational corporate strategies, and organizations and management systems in both developed and developing countries. We start with an overview of international management and multinational enterprise theories followed by a discussion on important methodological issues for doing research in an international context. The impacts of national culture and national institutions of different countries on today’s global business environment are discussed as well. Specific areas such as internationalization of small and medium-sized enterprises, entry modes, international joint ventures, and management practices are covered. The seminar concludes by discussing future research trends in this field. A key goal is to articulate appropriate research questions, develop theoretical frameworks, design empirical strategies, and to write an academic paper using key components from this seminar. Note: Students who have received credit for this topic under a MSCA 652 number may not take this course for credit.",MSCA,648,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
901,Seminar in Comparative Corporate Governance (3 credits)," Corporate governance, defined broadly, is the study of power and influence over decision making within the corporation. Comparative corporate governance examines how institutions in different social and economic contexts influence this relationship and its consequences for the ownership, management, and strategic competitiveness of firms. In this seminar we address questions such as: How is corporate governance practised in different countries? Why are corporate governance practices similar or different across countries? Can we identify international best practices of corporate governance? To what extent are corporate governance best practices transferable across international contexts? How do different systems of corporate governance embody different economic, social, and political trade-offs among corporate stakeholders? We approach the questions from managerial, economic, legal, political, sociological and cultural perspectives. Using both conceptual and empirical studies, we also focus on a range of substantial issues, including corporate governance in family firms and in emerging market business groups. Note: Students who have received credit for this topic under a MSCA 652 number may not take this course for credit.",MSCA,649,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
902,Seminar in Entrepreneurship across Contexts (3 credits)," This course provides an overview of the diverse manifestations of contemporary entrepreneurship research. We review and critically evaluate the study of entrepreneurship across the contexts of new venture creation, family, social, sustainable, corporate, bottom of the pyramid and others. We cross levels of analysis—from individual to family, to firm, to network, to industry—and theoretical traditions. There is a strong emphasis on critical reasoning, empirical scrutiny and theoretical development. Students develop competencies in all aspects of the entrepreneurship research process, culminating with their own independent contributions to the field through a novel research paper. Note: Students who have received credit for this topic under a MSCA 652 number may not take this course for credit.",MSCA,651,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
903,Seminar in Special Topics in Management," Note: Changes in topic will be indicated by the letter following this seminar number (e.g., MSCA 652A, MSCA 652B).",MSCA,652,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
904,Seminar in Consulting (3 credits)," This course focuses on the management consulting profession and process. The course is structured around three parallel streams and provides important concepts and ideas for the tool-kit of the management consultant involved in analytical as well as change implementation projects. The first stream of the course examines the consulting process, i.e. the five phases of a consulting project from entry to termination. The second stream focuses on core consulting skills, i.e. the skills required to operate and succeed as a management consultant. These skills are essential for any type of consulting engagement, whether one works as an external or internal consultant, and whether the client in a private sector, public, or non-profit organization. The third stream is a real world consulting project that students conduct in teams with a client firm in order to apply the tools and skills discussed in class. The course concludes by reflecting on the role of internal consultants and management consulting as a career choice.",MSCA,654,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/management-msc.html
905,Seminar in Qualitative Research, Note: Students who have received credit for the Seminar in Qualitative Research under a MSCA 672 number may not take MSCA 662 for credit.,MSCA,662,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
906,Seminar in Consumer Research Methods, Note: Students who have received credit for the Seminar in Consumer Research Methodology under a MSCA 672 number may not take MSCA 663 for credit.,MSCA,663,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
907,Seminar in Marketing Communications,,MSCA,665,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
908,Seminar in Consumer Psychology and Decision Making, Note: Students who have received credit for the Seminar in Consumer Psychology and Decision Making under a MSCA 672 number may not take MSCA 667 for credit.,MSCA,667,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
909,Seminar in Innovation and Marketing,,MSCA,668,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/marketing-msc.html
910,Seminar in Pricing Management, Note: Students who have received credit for the Seminar in Pricing Management under a MSCA 672 number may not take MSCA 669 for credit.,MSCA,669,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
911,Seminar in Relationship Marketing Strategy, Note: Students who have received credit for the Seminar in Relationship Marketing Strategy under a MSCA 672 number may not take MSCA 671 for credit.,MSCA,671,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
912,Seminar in Special Topics in Marketing," Note: Subject matter will vary from term to term and students may take more than one of these courses, provided that course content has changed.",MSCA,672,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
913,Seminar in Segmentation and Positioning in Marketing, Note: Students who have received credit for the Seminar in Segmentation and Positioning in Marketing may not take MSCA 673 for credit.,MSCA,673,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
914,Seminar in Meaning and Management of Brands, Note: Students who have received credit for the Seminar in Brand Management under a MSCA 672 number may not take MSCA 674 for credit.,MSCA,674,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
915,Seminar in Retailing, Note: Students who have received credit for the Seminar in Research in Retailing under a MSCA 672 number may not take MSCA 675 for credit.,MSCA,675,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
916,Seminar in Sustainability in Marketing, Note: Students who have received credit for the Seminar in Sustainability in Marketing under a MSCA 672 number may not take MSCA 677 for credit.,MSCA,677,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/msc.html
917,On Ramp (0 credits)," The On Ramp provides students with the essential tools and basic quantitative skills needed to succeed in the MBA Program and must be completed prior to starting the program. The On Ramp is comprised of two modules: fundamental MBA survival skills and quantitative skills. The quantitative skills module reviews and tests the essential quantitative skills needed prior to starting the program. At the end of the On Ramp, students' quantitative skills are assessed via an examination. Unsuccessful students are required to complete COMM 610 in addition to the regular program requirements. COMM 610 must be successfully completed in the first term of the MBA program. This course is evaluated on a pass/fail basis.",MBA,640,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
918,Responsible Manager (3 credits)," Prerequisites: MBA 640 or COMM 610 concurrently. This introductory course focuses on management, organizations and society. Students reflect on who managers are and what they do, and understand how their work is vital in all the functions of the organization. Taking a multi-level approach acknowledging the individual, organizational, and societal impacts of business, this course critically explores ethical behavior, corporate responsibility and stakeholder engagement. Students develop a more nuanced understanding of what it means to be a responsible manager and the role of business as a vibrant and important actor in society. The pedagogical method is primarily through case analysis. Notes:",MBA,641,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
919,Marketing Management (3 credits)," Prerequisite: MBA 641 previously or concurrently. This course focuses on the strategic role of marketing for firms by cultivating marketing management perspectives and skills. Attention is directed toward demonstrating how a manager can use information in micro and macro environments to develop marketing strategies for consumer value creation that integrate product, pricing, promotion, and distribution in order to obtain and maintain a sustainable competitive advantage. Both online and offline aspects of marketing strategies are incorporated to reflect the current environment. Through the use of lectures, case discussions and application-oriented readings, the requisite mindset is nurtured to facilitate marketing excellence in today's multi-faceted and dynamic business environment. Note: Students who have received credit for MBA 610 may not take this course for credit.",MBA,644,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
920,Economics for Organizational Decision Making (3 credits),,MBA,645,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
921,Managing People in Organizations (3 credits)," Prerequisite: MBA 640 or COMM 610; MBA 641. Managing people in today’s organizations requires managers to understand the relationship of and between individual, team, and organizational goals. This course informs students about core concepts that help to explain and predict how people behave in organizations, including discussions of perception, motivation, team dynamics, conflict, stress management, leadership, and change. Students also learn the science behind selected and critical Human Resource Management practices, including how to train and develop employees, and how to evaluate their performance. Through a combination of lectures and activities (e.g. case discussions, experiential exercises, and projects), students develop the interpersonal, communication, and decision-making skills necessary to manage people effectively and ethically in a diverse and fast-paced business context. Note: Students who have received credit for MBA 609 may not take this course for credit.",MBA,647,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
922,Crafting and Implementing Successful Strategies (3 credits)," Prerequisites: MBA 641, 644, 645, 646. The important issues involved in developing strategy in various business sectors are the focus of the course. Students learn to formulate strategies that clearly state the successful and sustainable path for companies. The course also looks at winning strategies defining how companies can compete against their rivals and cooperate with partners in specific business sectors. Students study strategy implementation and examine how functional strategies can be key instruments for business success. The course also looks at the relationship between strategy, culture and structure of the organization. Pedagogical methods focus primarily on cases and projects. Note: Students who have received credit for MBA 622 may not take this course for credit.",MBA,650,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
923,Managerial Analytics (3 credits)," Prerequisites: MBA 640 or COMM 610; MBA 641 previously or concurrently. This course emphasizes the development of analytical skills needed to work effectively in a business environment. It introduces the basics of knowledge discovery from big data, business analytics and predictive modeling for data driven decision making and policy formation. Topics include exploratory data analysis, statistical analysis and modeling, forecasting and data visualization. Practical usages of the methodologies are demonstrated via projects and case analysis based on big data from various functional areas of business. Note: Students who have reveived credit for MBA 608 may not take this course for credit.",MBA,643,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
924,Business Process Management (3 credits)," Prerequisite: MBA 640 or COMM 610, MBA 641. Business Process Management plays a central role in achieving competitive advantage in terms of quality, price, customer services and product variety. The focus is on improving the performance of core operations by optimally allocating scarce resources. Managerial and analytical tools are studied in improving business processes. The course covers operational issues such as demand management, resource planning, inventory management and quality management. Through case discussion, analysis and spreadsheet modelling, this course provides a hands-on approach to operations management. Note: Students who have received credit for MBA 616 may not take this course for credit.",MBA,648,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
925,Basic Quantitative Skills for Administration (1.5 credits), This course revisits and strengthens the basic algebra and statistics skills presented in MBA 640. The course uses a combination of online lectures and workshops and in person tutorials to develop and apply these skills to different business problems. Assessment is carried out via assignments and a final exam.,COMM,610,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
926,Financial Reporting for Responsible Decision Making (3 credits)," Prerequisite: MBA 640 or COMM 610 concurrently. This course provides an overview of the corporate external financial reporting system. It examines the role played by management, creditors, investors and auditors. The legal environment for enforcing accounting standards is also studied. As financial reporting helps various decision makers allocate resources to the most profitable and socially responsible ventures, annual reports’ comparability is analyzed under existing International and U.S. reporting standards. The pedagogical approach used in this course is based on lectures, case analyses and the discussion of current professional issues, such as triple bottom line accounting and the detection of accounting fraud. Note: Students who have received credit for MBA 607 may not take this course for credit.",MBA,642,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
927,Financial Management (3 credits)," Prerequisites: MBA 640 or COMM 610, MBA 642. This course develops the tools and theories necessary for sound financial and risk management decisions. The core concepts of opportunity cost, risk and return are applied to the practical problems facing financial managers in large and small enterprises. Specific topics explored in depth include time value of money, security and option valuation, capital budgeting and cost of capital, liquidity management, corporate governance and performance evaluation. Pedagogical tools including lectures, cases/simulations, discussions and applied research are used to present and critique standard and best practices in financial decision making. Note: Students who have received credit for MBA 614 may not take this course for credit.",MBA,646,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
928,Strategic Managerial Accounting and Control (3 credits)," Prerequisites: MBA 640 or COMM 610, MBA 641. MBA 642, This course focuses on the analytical techniques deployed to assist management in the design, implementation, and monitoring of the organization’s strategy. It also covers techniques, which support the ensuing corrective decision-making. Topics covered include: planning, capital budgeting, master budget, break-even point, differential analysis, product costing, etc. For management control: decentralization systems, transfer pricing, flexible budgets, standard costs and variance analysis, etc. The course uses the case method in both for-profit and not-for-profit organizations. Note: Students who have received credit for MBA 628 may not take this course for credit.",MBA,649,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
929,MBA 651 MBA Research Paper (6 credits),,MBA,651,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
930,MBA 652 MBA Internship (3 credits),,MBA,652,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
931,MBA 654 MBA Reading course,,MBA,654,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
932,International Case Competition Organizer (6 credits),,MBA,655,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
933,"International Case Competition – Executive Assistant, Special Projects (6 credits)",,MBA,656,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
934,International Case Competition – Executive Assistant (3 credits),,MBA,657,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
935,Case Competition Organizer (3 credits),,MBA,658,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
936,Strategies in Action (Case competition) (3 credits),,MBA,659,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
937,Small Business Consulting Bureau (3 credits),,MBA,660,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
938,JMSB/MBA Community Services Initiative (3 credits),,MBA,661,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
939,Seminar in Special Topics (*) (3 credits),,MBA,695,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
940,Seminar in Business Valuations,,ACCO,691,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
941,Tax Planning and Decision Making for Managers,,ACCO,692,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
942,Seminar in Special Topics (*),,ACCO,695,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
943,Project Management,,BTM,660,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
944,Strategic Management of Information Technology,,BTM,633,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
945,Statistical Software for Data Management and Analysis,,BSTA,645,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
946,Business Forecasting,,BSTA,677,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
947,Data Mining Techniques,,BSTA,678,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
948,Supply Chain Management,,SCOM,610,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
949,Seminar in Special Topics (*),,BTM,695,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
950,Seminar in Corporate Finance,,FINA,663,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
951,Private Equity,,FINA,664,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
952,Mergers and Acquisitions,,FINA,665,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
953,Seminar in International Financial Management,,FINA,682,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
954,Seminar in Portfolio Management,,FINA,683,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
955,Seminar in Options and Futures,,FINA,685,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
956,Seminar in Derivatives and Risk Management,,FINA,687,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
957,Financial Risk Management,,FINA,688,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
958,Investment Analysis,,FINA,690,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
959,Seminar in Real Estate Finance,,FINA,691,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
960,Seminar in Special Topics (*),,FINA,695,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
961,Executing Strategies,,MANA,659,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
962,Seminar in Corporate Law,,MANA,664,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
963,Management of Change,,MANA,665,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
964,Corporate Governance,,MANA,667,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
965,Sustainable Business Strategy,,MANA,668,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
966,Management Consulting,,MANA,670,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
967,Seminar in the Management of International Business,,MANA,681,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
968,Seminar in Human Resources Management,,MANA,682,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
969,Seminar in Entrepreneurship and Small Business,,MANA,683,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
970,Seminar in Special Topics (*),,MANA,695,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
971,Seminar in Consumer Behaviour,,MARK,671,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
972,Seminar in Strategic Marketing,,MARK,672,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
973,Social Media Marketing,,MARK,673,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
974,Integrated Marketing Communications,,MARK,674,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
975,Seminar in Pharmaceutical Marketing,,MARK,691,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
976,Seminar in Special Topics (*),,MARK,695,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mba.html
977,Advanced Modelling and Optimization," This seminar emphasizes the theoretical and practical aspects of advanced optimization modelling techniques in supply chain planning. Among the topics covered are network optimization, non-linear programming, stochastic programming, Markov processes and application of duality in developing decomposition-based solution approaches for large linear and integer models. Use of commercial modelling platform and optimization software are an integral part of this seminar.",MSCM,681,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
978,Sourcing and Global Logistics," This seminar covers the practices, techniques and regulations associated with sourcing and movement of materials in the global supply chains. Among the topics covered on sourcing are impact of globalization on sourcing, supplier evaluation and selection, supplier performance management, purchasing, electronic procurement, negotiations, contract law, supplier relationship management. Issues in global logistics are discussed in the second half of the seminar. Among the topics covered are distribution channels, warehousing, transportation management, reverse logistics, green logistics and sustainability, and cross-border issues in logistics. The coverage is supplemented by case studies and research articles.",MSCM,682,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
979,Supply Chain Design and Coordination," Prerequisite: MSCM 681 or equivalent. This seminar focuses on managerial and modelling issues in supply chain design and coordination along the supply chain. Models in facility location, distribution networks and global supply chain networks are studied. The strategic aspects of supply chain design are discussed in terms of competitive drivers. The second part of the seminar deals with coordination issues. Among the concepts and models covered in this respect are supply chain contracts, collaborative planning, forecasting and replenishment, bullwhip effect, postponement, and vendor managed inventory. Articles, case studies, optimization software and simulation game are used as part of seminar delivery.",MSCM,683,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
980,Demand Management," The seminar presents advanced forecasting tools that assist market analysis, revenue management tools that optimize operational performance and approaches in building flexibilities to enhance manufacturing and organizational capabilities. Among the topics covered are advanced forecasting models, judgmental forecasting and adjustment, customer relationship management, consumer choice models, dynamic pricing, capacity control, network revenue management, manufacturing and organizational flexibilities. The seminar content is delivered via a combination of lectures, case analyses and research articles.",MSCM,684,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
981,Supply Chain Risk Management," Prerequisite: MSCM 681 or equivalent. Strategies for managing the various risks along the supply chain are studied. Quantitative and qualitative approaches used in analyzing such risks and scenarios are covered. The seminar discusses risk identification and management, trade-offs in risk management, strategies for robustness, scenario planning, financial risks and disruption planning. The approaches used for modelling and analyzing the supply chain risks are presented through lectures, case analyses and research articles.",MSCM,685,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
982,Applied Research Project," Prerequisite: at least nine credits of MSCM seminars. Supervised (co-supervised) by a faculty member(s), the applied research project is carried out individually or by a group of two students, depending on the overall requirements and the extent of the project to be conducted. The project involves working on a real-life supply chain management problem provided by a company. Once the problem is defined, the students prepare an overall project management plan to tackle the problem within a given time limit. The various stages of the project involve, among others: literature review, defining data and information requirements for problem analysis, gathering data, designing the appropriate model, conducting experimental design runs and sensitivity analyses, and presenting the solution(s) with an implementation plan. The project outcome is expected to have both academic and business merit. For projects done in groups of two students, there is a significant individual evaluation component in assessing the work done by each student.",MSCM,689,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/mscm.html
983,Business Data Analytics (3 credits)," This course provides students with the skills and knowledge needed to analyze business data. Using spreadsheet software throughout the course, students learn to summarize and describe data with charts, graphs and numbers, to visualize and measure relationships in data and acquire the ability to make inferences and predictions. Students acquire a working knowledge of the statistical tools and techniques required for better decision making. The course combines lecturing with actual business applications and class discussions aimed at encouraging critical thinking, analytical skills and ethical manipulation and reporting of data. Note 1: Students who have successfully completed a statistics course in a previous program with a minimum grade of “B” may be exempt from taking GDBA 530 with the permission of the Program Director. In this case, the course must be substituted with an elective. Note 2: Students who have received credit for GDBA 502 may not take this course for credit.",GDBA,530,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
984,Professional Business Skills (3 credits)," This course provides students with the necessary skills that help with successful interaction with others in business settings. Topics include designing and delivering effective written and oral messages from concept to delivery, working in groups, and negotiating and resolving conflict by using ethical communication tactics. Pedagogical methods include group-based work, in-class workshops, case studies, presentations and report writing.",GDBA,531,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
985,Accounting (3 credits)," This course surveys financial and managerial accounting from the point of view of the users of financial information. Financial accounting topics include the framework of financial accounting, the analysis of transactions, and the preparation and analysis of financial statements. Topics in management accounting are budgeting and control, costing and cost allocation, the cost-volume-profit planning model, and short-term and long-term decision making in business. The ethical dimensions of accounting are explored throughout the course. Pedagogical methods include lectures, exercises, case studies and class discussions. Note: Students who have received credit for GDBA 501 may not take this course for credit.",GDBA,532,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
986,Managing People in Organizations (3 credits)," Prerequisites: GDBA 531 previously or concurrently. This course is concerned with understanding and managing individual and group behaviour in organizations. It examines themes such as personality, motivation, emotions, leadership, ethics, and group dynamics and how they relate to the role of managers in organizations. The course covers these topics in an integrated manner so as to prepare students to become effective managers. Pedagogical methods include in-class exercises and case studies. Note: Students who have received credit for GDBA 503 may not take this course for credit.",GDBA,533,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
987,Marketing Management (3 credits)," Prerequisites: GDBA 531 previously or concurrently. This course is designed to provide students with the necessary skills to develop a marketing plan. Topics include micro- and macro-level environmental analysis, customer behaviour, market segmentation, value generating practices and developing a complete marketing plan. Pedagogical methods include lectures, case studies and in-class presentations. Note: Students who have received credit for GDBA 504 may not take this course for credit.",GDBA,534,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
988,Finance (3 credits)," Prerequisites: GDBA 530 previously or concurrently, and 532. This course provides students with a general understanding of the fundamental concepts of finance as they apply to financial management and investment analysis. Building on the objective of firm value maximization, students learn to describe and value risky financial securities and long-term capital projects as well as to manage the firm’s short-term financial planning and decisions. Pedagogical methods include exercises, cases, simulations and class discussions. Note: Students who have received credit for GDBA 505 may not take this course for credit.",GDBA,535,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
989,Operations Management (3 credits)," Prerequisites: GDBA 530 previously or concurrently. This course provides students with the quantitative and qualitative techniques to achieve efficient and effective utilization of scarce resources in business. Topics include planning, management and control of labour, machinery, material, money, information and time resources in manufacturing and service sectors. Recent developments in these areas are introduced within the context of manufacturing and service strategies. The course uses class discussion, case analysis and simulation to illustrate key concepts and practices in operations management. The interactions with other functional areas, such as information systems, marketing, accounting and finance are discussed through case studies. Note: Students who have received credit for GDBA 506 may not take this course for credit.",GDBA,536,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
990,Managerial Economics (3 credits)," Prerequisites: GDBA 530 previously or concurrently. This course introduces the principles of economics. The emphasis is on the role of the decision maker who has to identify and implement profitable decisions. The course applies economic reasoning to business problems including bargaining, adverse selection, moral hazard, and incentive alignment. Pedagogical methods include exercises, cases and class discussions. Note: Students who have received credit for GDBA 507 may not take this course for credit.",GDBA,537,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
991,Strategic Management (3 credits)," Prerequisites: 12 credits including GDBA 530 and 531. This capstone course provides students with an understanding of how firms gain and sustain competitive advantage in various business sectors. Specific topics include industry environment analysis, internal analysis of firm resources and capabilities, the analysis of business and corporate level strategies, and various strategic alternatives such as mergers and acquisitions, strategic alliances, and internationalization strategies. The course uses case analysis as the main approach to build abilities in strategic analysis and decision making.",GDBA,538,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
992,Entrepreneurship (3 credits)," Students conduct a market study and develop a complete business plan, including the operational, financial and marketing plan. Topics may include: transforming an idea into a business, analyzing the market and competition, and planning operations and finances for the next three to five years. Pedagogical methods include lectures, case studies, and the development of a business plan. Note: Students who have received credit for this topic under GDBA 595 may not take this course for credit.",GDBA,540,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
993,Special Topics (3 credits), Special topics for this course are stated in the Class Schedule.,GDBA,595,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
994, Special Topics in Accountancy,,GDBA,590,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
995,Special Topics in Finance (3 credits), Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.,GDBA,591,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
996,Special Topics in Management (3 credits), Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.,GDBA,592,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
997,Special Topics in Marketing (3 credits), Note: Students who have received credit for the same topic under GDBA 595 may not take this course for credit.,GDBA,593,http://www.concordia.ca/academics/graduate/calendar/current/jmsb/gdba.html
